100,0.3,193,"11:06 03:40:06"
100,0.3,166,"11:06 03:40:07"
100,0.3,174,"11:06 03:40:09"
100,0.3,160,"11:06 03:40:11"
120,0.3,337,"11:06 03:40:13"
120,0.3,267,"11:06 03:40:15"
120,0.3,268,"11:06 03:40:17"
120,0.3,289,"11:06 03:40:19"
140,0.3,513,"11:06 03:40:23"
140,0.3,493,"11:06 03:40:25"
140,0.3,537,"11:06 03:40:29"
140,0.3,505,"11:06 03:40:32"
160,0.3,791,"11:06 03:40:36"
160,0.3,729,"11:06 03:40:40"
160,0.3,710,"11:06 03:40:44"
160,0.3,908,"11:06 03:40:48"
180,0.3,1109,"11:06 03:40:53"
180,0.3,1133,"11:06 03:40:59"
180,0.3,1190,"11:06 03:41:04"
180,0.3,1140,"11:06 03:41:10"
200,0.3,1416,"11:06 03:41:17"
200,0.3,1459,"11:06 03:41:24"
200,0.3,1452,"11:06 03:41:31"
200,0.3,1368,"11:06 03:41:38"
